ID,Text,Actual Labels,Predicted Labels,Evaluation
560,TANGINA LAHIT AGAINST AKO SA PRIVATIZED UTILITIES DI AKO TIWALA NA FOR PUBLIC INTEREST ANG PAGLABAN NI DUTZ SA MGA WATER CONCESSIONAIRE MUKHANG GUSTO NIYA IBIGAY SA CHINA YUNG WATER DISTRIBUTION PATI KALIWA DAM TANGINA MO ULTIMO TUBIG NA IPANGLILIGO NAMIN GUSTO MO HAWAK NG CHINA TANGINA MO GAGO,1,1,TP
561,TANGINA NUNG MGA SENIOR DITO SA KOMPANYA NA PINAGTATRABAHUHAN KO PUTANGINA NIYO HUWAG KAYO MAGBIBIGAY NG TRABAHO BAGO UMUWI SINASAYANG NIYO 20 MINUTES NG ORAS KO,0,1,FP
562,NAKAKAHIGHBLOOD NA TALAGA TONG MGA MUSLIM SA TIANGGE ANO NA MAYOR? PUCHA KAPAG PINAALIS SILA PA MATATAPANG TANGINA NYO KAYO MAY KASALANAN BAKIT ANG BAHO DITO,0,0,TN
563,"Makapost ng genuine happiness kala mo wlng nasaktang tao ang mga hayop. Kingina nyo. Anak nyo hunyango, anak ng pokpok",0,0,TN
564,"Ikaw ang totoong BOBO, UGOK KA PA, D MO NGA MAIPAKITA ANG PANGIT MONG MUKHA EH NAAGNAS NA SIGURO O PUNONG PUNO NG TIGYAWAT😂😂😂",0,0,TN
565,ulol yun yung binigyan ko ng bondpaper na babae sa likod ko last week mabait kasi ako mana sayo haha,1,0,FN
566,Alam Mo pala tanga ka pa din? Ee Ano ngayon? Kala ko ba born again ka? O burn to fire ka? Kayo ang mga sugo sugo ng demonyo!,0,0,TN
567,TANGINA MO TALAGA DUQUE TRAYDOR KA SA PAGIGING DOKTOR PUTANGINA MO KA,1,1,TP
568,yall incs will really vote for what ur leader said? really? if so then fuck yall mga inutil dadagdag pa kayo sa pahirap dto sa pilipinas,0,0,TN
569,sarap sampalin ni nognog ng maraming beses!,0,0,TN
570,Walang pambili? Kaya nya punuin ang araneta in 2 days ng walang ka-collab. Wag kang bobo at kadiri yang katawan mo para ipakita mo tapos di mo kaya ipakita mukha mo 😂,0,1,FP
571,EW LIKE YUCKKK MUKA KA NA  NGANG AETA ANLAKI LAKI PA NG LABI MO. DI MAGANDANG TIGNAN KADIRE.. EWWWW,0,0,TN
572,Maka Diyos pero hindi maka tao. Gahd I disgust these Seventh Day Adventists na sobrang kisig sa pagfact check ng mga scriptures pero di magawa sa history. ISANG MALUTONG NA PUTANG INA NINYO,0,0,TN
573,"tangina. putangina itong doktor na blondinang balyena. madapa ka sana, makatapak ng tae. pota. matraffic nan 5hours. mabutas un pantalon. matangalan ng swelas ng sapatos!",0,0,TN
574,putangina puro matatanda mga boboto sakanila . mamamatay na nga lang kayo magiiwan pa kayo ng salot sa lipunan beh ?????,0,0,TN
575,ang unfair niyo sa section namin a? takot na takot ba kayong mataasan namin yang mga batang hawak niyo ha? PUTANGINA KAHIT MATATANDA KAYO HINDI SAINYO NARARAPAT NA IRESPETO E,0,0,TN
576,"proud pa na ikinekwento sa akin yun HAHAHAHHAHAA para saan? para ipamukha sa akin na gayahin kita?? haha ULOL PAKYU KA! 🖕xori ka, hindi ako gagaya sa tulad mo.",1,1,TP
577,PERO TANGINA NG MGA STRAIGHT TALAGA ANO????PAYAPA AKONG NAGLALAKAD DITO TAPOS MAGSISISIGAW KAYO NG SABI KO NA BARBIE???? HAGSHAHHSS OH WELL. LAM KO NAMAN CUTE AKO PERO TANGINA NIYO PA RIN,0,0,TN
578,"Tangina ng mga babaeng gumagamit ng excuse for being dumb as fuck ng ""gender identity"" when gaming. Like tf???  ""Sorry, girl gamer ako e"" Btch stfu. There's no such thing as boy or girl gamer. Its only called ""gamer"" mtfk.",0,0,TN
579,Hu hu hu umiyak ka sa gutom buong pamilya mo ULOL,1,1,TP
580,"gaNyaN tAlagA mGa LAlAki ulol pakyu ka sana madulas nanay mo gago pala kayo eh. wag kayo maging  defensive pag sinabi naming ""all men are trash"" kayo na nagsabi eh",0,0,TN
581,Trew hahahaha character din si mudra na minsan gustong hampasin ng bible yun friend nya na born again na ayaw sa bakla.,0,0,TN
582,"ang taba mo na nga, bobo ka pa!",0,0,TN
583,"bat ang daming bastos na kabataan ngayon? pati lola na yumao na dinadamay niyo. ""dasurv dasurv"" pa kayong nalalaman. mga walang modo. pareparehas kayo mga pakyu.",0,0,TN
584,"Tangina pakyu yung bata kanina, nanghihipo + pinalo 🍑 ko ampota, ganyan ba talaga kayo? Tangina kaya ayaw Kong lumalabas eh minsan na nga lang lumabas ganyan pa nangyayari.",0,0,TN
585,pucha may ganito pa palang regressive na batas ano to panahong kolonyal ng mga amerikano ano to escolta,0,0,TN
586,Famous daw ang tangina pero puro arabo naman ang pwends na haup. Tangina mo.,0,0,TN
587,tarantado talaga tong landlord namin HAHAHAHAHA chingchong pakyu napuno na ako sayo kagago talaga nagpa repair kami atip naggalit katanga bobo na chingchong,0,0,TN
588,Ulol taba mo para kang hippopotamus na hinalukay sa lupa na may nana sa mukha ....,0,0,TN
589,"How can they have fun when they created ""CHAOS"" in the first place.PUTANGINA with feelings China!!!!!!!!😡",0,1,FP
590,HAHAHAH KANANG BITAWNG WANAY LAIN MA TRASHTALK ANG MGA TALOG KUNDI MGA BISAKOL MGA PATAY GUTOM WOW OYY HAHAHAHA YAWA,0,0,TN
591,"Feelingera lang naman minsan mga matataba na cina-catcall sila o hinihipuan. Taba nila, pagnanasahan? Girl, please. wag ka feeling bobo",0,0,TN
592,Ulol kang iglesia ni kultong lupa ka. Nanay at tatay mo parehong sira ulong retarded.,0,0,TN
593,Oh mga Bisaya at mga Cebuano... GAGO daw.kayo at hindi maintindihan.ang Utak sabi ng Idol niyo! Ano kakasa na kayo?,0,0,TN
594,Dream on! Sarap duraan mukha mo tanda!!! Who do you think you are old fart? ,0,0,TN
595,"TANGINA NIYO MGA PINSAN NG NANAY KO!  MGA MAPAGSAMANTALANG BOOMER! SINABI SA INYO YUNG BUKID PWEDE NIYONG TAMNAN, WALANG KAILANGAN IBAYAD SA LOLO KO TUTAL PAMILYA NAMAN TAPOS IBEBENTA NIYO? KATWIRAN NIYO EH NASA US NAMAN NA LOLO DI NA NIYA KAILANGAN?",0,0,TN
596,Ngayon ko lang napanood yung commercial ni binay. Nognog amputa. Hahahahahahahahahaha.,0,0,TN
597,"Patay gutom, gutom lang iyan, basahin mo mabuti, kasi galing sa nakaw ang kinakain ninyo, Bobo",1,1,TP
598,"ang taba mo, kadiri kana tignan",0,0,TN
599,"oo di tayo magkalevel. Magkaiba kasi tayo tanga!! Di ko rin ginusto na maging ka-level ka hehi, puro keme alam pero pag-personal kita lahat ng pimples dumi sa mukha hahahaha opz.",0,0,TN
600,tf is wrong with y'all gen z dipshits nakakahiya na ka generation ko yung mga ganito kaazar,0,0,TN
601,"Guard may bulag, bingi, may sira sa utak, baliw, sinungaling, inggit, walang magawa sa buhay, pabigat, palamunin, walang kwenta dito o ",0,0,TN
602,"Mas SIRAULO MO, MAS GAGO KA AT MAS ULOL KA.. IKAW ANO TINGIN MO SA AMERIKANO, KAYA KAYO.INAALIPIN NG MGA GAGONG PUTING YAN E..",0,0,TN
603,TUWING BUBUKA BIBIG NG GUNGGONG NA YAN PURO KALOKOHAN NALABAS! NAKAKASTRESS!,1,0,FN
604,kabastusan na approach ang pinaglalaban robina bakla ka bobo pa di makaintindi. magpakamatay ka na agad? bobo talaga,0,0,TN
605,Pagkatapos ng brain injury biglang naging bading wtf. Di ko alam kung ano mas malala. Dude suicide is the way,0,0,TN
606,grandma mo muka mo im 19 !! i feel like 19 i am 19 pakyu bata napulot ka lang sa tae ng kalabaw,0,0,TN
607,wow fucking wow nakakatangina netong inc sa hr dept pucha di nako nagtaka sa kabobohan mo manang mana ka tanginang pinagmanahan mo,0,0,TN
608,ang init dito puta tangina mo bubwit ano ha masaya ka na pakyu ka sayong sayo na yang aircon fucker,0,0,TN
609,ayaw ko talaga yung nananakit ng babae wala ka bang nanay or kapatid na babae hays pakyu ka,0,0,TN
610,Mga wack amputa. Mga batang to walang ng ibang inatupag kundi lumandi,0,0,TN
611,Putangina mo wag mong hintayin magpakilala ako sayo tignan mo yang mukha mo mukha kang basura gago kadiri ka allahu akbar bobo,0,0,TN
612,Ang panget sa babae ang madaming acne,0,0,TN
613,Hoy gago kilabutan ka sana magkadown syndrome mga anak mo,0,1,FP
614,"PUTANG INA TONG KASAMA KO SA APARTMENT, HINDI MAKATIIS NA TAHIMIK LANG. BUDDY WE DON'T GIVE A SHIT ABOUT YOUR MUSICAL TASTE, TANDA MO NA PARA KA PA RING HIGHSCHOOL FEELING SUPERIOR PORKE NAKIKINIG NG METAL. GUSTO MONG MAGSOUNDTRIP? BAKIT HINDI KA MAGSUOT NG EARPHONE TULAD NAMIN? KELANGAN PA NAKA SPEAKER? INCONSIDERATE PIECE OF SHIT.",0,0,TN
615,"naaasiman na ako sayo bai, dati di ka batak sa tiktok, grabe ngayon naging maasim ka na bigla dahil dyan. tapos sasabihin mo sa sarili mo na pogi ka? gago ka ba? di mo nga matangal tangal mask mo dahil kamuka mo isang tikbalang tapos sasabihin na pogi ka? ulol pakyu tarantado",0,0,TN
616,Talagang edi wow. Sa sobrang landi mo sarap mong sampalin ng tite . Sarap mong ikulong kasama ng mga arabo . Pak u paki explain.,0,0,TN
617,Putangina naman talaga HAHAHAHAHAHAHAHAHAHAHAHA. Mga pinoy talaga hilig mangutang. Sabi nga nagrereflect sa presidente kung ano ang mga Pilipino. HAHAHAHAHAHAHA TAENA NYO TALAGA,0,0,TN
618,UNANG TAON MO PA LANG SA MED GETS MO NA BAKIT YUNG IBANG DOKTOR ANGLAKI NG ULO HOI MGA TARANTADO TINGIN NIYO IKINABUTI NIYO YANG PRIDE NIYO,1,1,TP
619,"Wag mo ko inisin,mukha kang katulong bobo!kadiri ka!",0,1,FP
620, isang babae na  lahat ng mga badjao kay magnanakaw,0,0,TN
621,TANGINA NUNG MGA INTSIK NA MAINLANDER DITO SA CONDO NAMIN ANG BABAHO AMOY ANGHIT NA MAY HALONG YOSI,0,0,TN
622,TANGINA NIYO MGA MARCOS NAKABALIK PA KAYO SA MALACAÑANG TANGINA NIYO HOPELESS PINAS AMPUTA,1,1,TP
623,wala naman talaga pero may tanga ikaw bakla walang pinanganak na bobo mabagal lang magpickup o tamad lang mag aral duh pala desisyon ka sa buhay mo sana hindi kana magising kang tanga ka,0,0,TN
624,nag jojoke lang yung tao eh palibhasa kase wala kang pera kakasugal mo kingina mo mamatay kana dagdag kapa sa problema ko sa buhay eh tas manunumbat kapa tangina pag nanghihiram ka nga ng gamit namin sinubatan ba kitang bobo ka inamo ka pakyu ka matanda kana ayaw mopa mawala,0,0,TN
625,"HALLUH POKPOK AMPOTA BAWAL YAN, LASPAG NA UKE NYAN!!",0,0,TN
626,Pasimuno talaga tong nognog na to sapakin kita eh,0,0,TN
627,biktima din kaibigan ko sa papakamatay daw yung lalaki pag di sya binalikan haha ulol niyo subok ko na yan,1,1,TP
628,Putangina Ang baho ng hininga nentong chekwa na toh!,0,0,TN
629,Bat may baby bra warrior sa twitter tangina neto feeling savage?!?,0,0,TN
